1121.358234295416, 1000.7470288624788
1196.332767402377, 1052.9032258064517
1176.774193548387, 609.5755517826825
1356.0611205432938, 935.5517826825128
1199.5925297113752, 925.7724957555179
1411.477079796265, 753.0050933786079
1388.6587436332768, 792.1222410865875
1427.7758913412565, 925.7724957555179
1303.904923599321, 795.3820033955858
1346.2818336162989, 453.106960950764
1558.1663837011886, 870.3565365025468
1509.269949066214, 684.5500848896435
1607.062818336163, 691.06960950764
1545.1273344651952, 798.641765704584
1714.634974533107, 818.2003395585739
1558.1663837011886, 394.43123938879455
1078.981324278438, 446.5874363327674
997.4872665534805, 984.4482173174873
1633.1409168081495, 1062.6825127334466
1763.5314091680816, 958.3701188455009
