177.759,-175.389
177.759,-175.389
177.312,-174.257
176.852,-173.143
176.368,-172.065
175.846,-171.043
175.275,-170.094
174.642,-169.237
173.934,-168.49
173.14,-167.872
172.246,-167.4
171.241,-167.093
170.121,-166.97
168.917,-167.044
167.671,-167.332
166.422,-167.849
165.213,-168.608
164.083,-169.625
163.072,-170.916
162.223,-172.494
161.574,-174.375
161.168,-176.574
161.04,-179.086
161.212,-181.827
161.701,-184.695
162.522,-187.588
163.693,-190.401
165.232,-193.032
167.153,-195.379
169.476,-197.338
172.215,-198.807
175.389,-199.683
178.987,-199.885
182.892,-199.424
186.961,-198.336
191.051,-196.653
195.017,-194.41
198.717,-191.641
202.006,-188.379
204.742,-184.66
206.78,-180.516
207.978,-175.981
208.226,-171.111
207.552,-166.04
206.021,-160.923
203.695,-155.915
200.636,-151.173
196.909,-146.851
192.576,-143.105
187.701,-140.09
182.345,-137.961
176.574,-136.874
170.468,-136.944
164.184,-138.124
157.897,-140.329
151.784,-143.47
146.02,-147.463
140.781,-152.221
136.241,-157.656
132.578,-163.683
129.965,-170.216
128.579,-177.166
128.55,-184.431
129.826,-191.831
132.311,-199.169
135.907,-206.248
140.517,-212.872
146.045,-218.844
152.393,-223.967
159.464,-228.044
167.162,-230.878
175.389,-232.272
184.024,-232.082
192.849,-230.38
201.62,-227.29
210.097,-222.933
218.035,-217.436
225.192,-210.922
231.326,-203.513
236.193,-195.336
239.552,-186.512
241.16,-177.166
240.841,-167.445
238.697,-157.581
234.895,-147.831
229.604,-138.452
222.99,-129.698
215.223,-121.827
206.471,-115.094
196.901,-109.755
186.682,-106.067
175.981,-104.285
164.985,-104.594
153.946,-106.887
143.135,-110.988
132.823,-116.718
123.281,-123.901
114.778,-132.359
107.587,-141.914
101.976,-152.389
98.218,-163.607
96.5823,-175.389
97.2607,-187.537
100.127,-199.77
104.976,-211.783
111.601,-223.274
119.798,-233.939
129.362,-243.476
140.086,-251.58
151.765,-257.949
164.193,-262.279
177.166,-264.268
190.459,-263.7
203.771,-260.711
216.782,-255.526
229.172,-248.369
240.621,-239.464
250.81,-229.035
259.419,-217.308
266.127,-204.506
270.615,-190.853
272.564,-176.574
271.747,-161.915
268.318,-147.214
262.525,-132.828
254.615,-119.117
244.835,-106.438
233.435,-95.1523
220.661,-85.617
206.761,-78.1912
191.983,-73.2338
176.574,-71.1036
160.803,-72.0516
145.024,-75.8984
129.611,-82.3569
114.937,-91.1399
101.378,-101.96
89.308,-114.531
79.1009,-128.565
71.131,-143.775
65.7729,-159.873
63.4007,-176.574
64.278,-193.573
68.2247,-210.503
74.9499,-226.981
84.1627,-242.623
95.5723,-257.046
108.888,-269.866
123.818,-280.7
140.072,-289.164
157.359,-294.875
175.389,-297.45
193.842,-296.614
212.292,-292.533
230.283,-285.48
247.36,-275.731
263.068,-263.56
276.953,-249.241
288.559,-233.05
297.43,-215.259
303.114,-196.145
305.153,-175.981
303.244,-155.106
297.687,-134.109
288.933,-113.646
277.432,-94.3709
263.635,-76.9371
247.992,-61.9993
230.954,-50.2117
212.973,-42.2286
