184.367,-1166.96
184.367,-1166.96
203.881,-1189.01
222.733,-1210.06
240.261,-1229.09
255.802,-1245.11
268.696,-1257.1
278.279,-1264.06
283.889,-1264.97
284.865,-1258.85
280.544,-1244.67
270.265,-1221.43
253.754,-1188.68
232.299,-1148.22
207.576,-1102.37
181.26,-1053.48
155.029,-1003.9
130.558,-955.97
109.524,-912.026
93.6024,-874.414
84.4701,-845.476
83.8031,-827.555
92.6825,-822.274
109.809,-828.374
133.288,-843.879
161.224,-866.811
191.724,-895.192
222.892,-927.046
252.834,-960.394
279.655,-993.26
301.461,-1023.67
316.357,-1049.63
323.006,-1069.6
322.302,-1083.67
315.699,-1092.35
304.648,-1096.16
290.602,-1095.6
275.012,-1091.21
259.332,-1083.48
245.013,-1072.93
233.508,-1060.08
226.268,-1045.44
224.353,-1029.51
227.247,-1012.72
234.038,-995.467
243.817,-978.18
255.673,-961.265
268.697,-945.134
281.978,-930.2
294.606,-916.873
305.67,-905.567
314.261,-896.693
319.717,-890.548
322.369,-886.971
322.796,-885.686
321.578,-886.416
319.294,-888.885
316.524,-892.817
313.846,-897.935
311.841,-903.963
311.088,-910.624
312.166,-917.643
315.462,-924.786
320.591,-931.986
326.975,-939.221
334.036,-946.466
341.196,-953.7
347.877,-960.899
353.502,-968.039
357.492,-975.098
359.27,-982.051
358.258,-988.876
354.024,-995.458
346.721,-1001.31
336.648,-1005.87
324.104,-1008.56
309.388,-1008.8
292.8,-1006.02
274.637,-999.654
255.2,-989.119
234.787,-973.846
213.698,-953.26
192.325,-927.173
171.44,-896.94
151.907,-864.299
134.591,-830.988
120.358,-798.745
110.072,-769.31
104.599,-744.422
104.804,-725.818
111.55,-715.239
125.705,-714.421
147.673,-724.405
176.027,-743.43
208.883,-769.038
244.352,-798.769
280.549,-830.164
315.589,-860.763
347.584,-888.108
374.649,-909.74
394.898,-923.198
406.445,-926.024
408.03,-916.587
400.905,-896.577
386.946,-868.509
368.031,-834.9
346.038,-798.268
322.843,-761.13
300.324,-726.002
280.359,-695.402
264.825,-671.847
255.599,-657.854
254.032,-655.178
259.364,-662.528
270.309,-677.852
285.578,-699.095
303.887,-724.207
323.947,-751.134
344.472,-777.823
364.175,-802.221
381.77,-822.276
395.969,-835.935
405.819,-841.716
411.691,-840.417
414.292,-833.41
414.327,-822.062
412.502,-807.746
409.521,-791.829
406.092,-775.683
402.918,-760.676
400.705,-748.179
400.16,-739.562
401.818,-735.822
405.546,-736.469
411.04,-740.642
417.997,-747.477
426.114,-756.113
435.087,-765.688
444.615,-775.339
454.392,-784.204
464.118,-791.422
473.487,-796.129
482.241,-797.674
490.29,-796.241
497.588,-792.224
504.088,-786.019
509.746,-778.018
514.514,-768.617
518.346,-758.21
521.197,-747.192
523.02,-735.956
523.769,-724.896
523.426,-714.37
522.087,-704.58
519.873,-695.691
516.909,-687.867
513.317,-681.273
509.22,-676.074
504.741,-672.434
500.005,-670.519
495.132,-670.492
490.248,-672.52
485.486,-676.667
481.03,-682.608
477.074,-689.918
473.814,-698.173
471.444,-706.947
470.16,-715.816
470.155,-724.356
471.626,-732.142
474.767,-738.749
479.772,-743.752
486.728,-746.825
495.281,-748.034
504.968,-747.542
515.327,-745.514
525.895,-742.111
536.209,-737.5
545.806,-731.842
554.224,-725.302
561,-718.044
565.671,-710.231
567.926,-702.039
568.063,-693.69
566.532,-685.421
563.78,-677.465
560.258,-670.058
556.415,-663.434
552.7,-657.829
549.562,-653.477
547.451,-650.614
546.815,-649.474
547.964,-650.171
550.647,-652.339
554.472,-655.491
559.047,-659.138
563.982,-662.794
568.884,-665.971
573.362,-668.181
577.024,-668.938
579.479,-667.753
580.336,-664.139
579.345,-657.794
576.828,-649.154
573.247,-638.841
569.064,-627.474
564.745,-615.677
560.75,-604.068
557.545,-593.271
555.591,-583.906
555.352,-576.594
557.29,-571.956
561.707,-570.429
568.246,-571.708
576.389,-575.305
585.62,-580.732
595.419,-587.499
605.269,-595.118
614.65,-603.099
623.046,-610.954
629.938,-618.195
634.808,-624.333
637.314,-628.985
637.821,-632.197
636.87,-634.121
635.001,-634.91
632.756,-634.716
630.674,-633.692
629.298,-631.989
629.167,-629.76
630.824,-627.157
634.808,-624.333
641.443,-621.367
650.181,-618.047
660.257,-614.091
670.905,-609.215
681.36,-603.133
690.857,-595.563
698.629,-586.22
703.911,-574.822
705.939,-561.083
703.946,-544.72
697.455,-525.639
687.14,-504.508
673.964,-482.184
658.888,-459.525
642.876,-437.387
626.888,-416.629
611.887,-398.108
598.836,-382.682
588.697,-371.208
582.431,-364.543
580.711,-363.281
583.043,-366.953
588.646,-374.826
596.736,-386.17
606.53,-400.249
617.246,-416.333
628.1,-433.689
638.309,-451.583
647.092,-469.283
653.664,-486.058
657.465,-501.301
658.82,-514.923
658.278,-526.958
656.386,-537.443
653.693,-546.416
650.746,-553.912
648.093,-559.968
646.283,-564.621
645.862,-567.906
647.379,-569.861
651.218,-570.506
657.116,-569.803
664.643,-567.697
673.371,-564.133
682.872,-559.058
692.718,-552.417
702.482,-544.155
711.733,-534.219
720.046,-522.553
726.992,-509.104
732.239,-493.916
735.85,-477.436
737.983,-460.21
738.798,-442.782
738.453,-425.699
737.107,-409.505
734.92,-394.747
732.049,-381.971
728.655,-371.721
724.896,-364.543
